Product Name,Sub-Category,Category,Product ID
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs,Furniture,FUR-CH-10000229
O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,Furniture,FUR-BO-10002853
Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,Office Supplies,OFF-PA-10004022
Xerox 1990,Paper,Office Supplies,OFF-PA-10004248
Xerox 1933,Paper,Office Supplies,OFF-PA-10001363
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Binders,Office Supplies,OFF-BI-10003876
Park Ridge Embossed Executive Business Envelopes,Envelopes,Office Supplies,OFF-EN-10004007
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Bookcases,Furniture,FUR-BO-10003894
Cisco Desktop Collaboration Experience DX650 IP Video Phone,Machines,Technology,TEC-MA-10001570
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furnishings,Furniture,FUR-FU-10003930
Xerox 1975,Paper,Office Supplies,OFF-PA-10000232
Newell 323,Art,Office Supplies,OFF-AR-10001972
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Art,Office Supplies,OFF-AR-10004587
Staple holder,Appliances,Office Supplies,OFF-AP-10001366
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders,Office Supplies,OFF-BI-10000216
"3D Systems Cube Printer, 2nd Generation, Magenta",Machines,Technology,TEC-MA-10001047
Avery 487,Labels,Office Supplies,OFF-LA-10003720
Hewlett-Packard Deskjet D4360 Printer,Machines,Technology,TEC-MA-10003246
DAX Wood Document Frame.,Furnishings,Furniture,FUR-FU-10000175
Xerox 208,Paper,Office Supplies,OFF-PA-10000556
Memorex Micro Travel Drive 4 GB,Accessories,Technology,TEC-AC-10003237
#6 3/4 Gummed Flap White Envelopes,Envelopes,Office Supplies,OFF-EN-10003068
DAX Two-Tone Silver Metal Document Frame,Furnishings,Furniture,FUR-FU-10004053
Easy-staple paper,Paper,Office Supplies,OFF-PA-10000565
Avery 503,Labels,Office Supplies,OFF-LA-10000414
Holmes 99% HEPA Air Purifier,Appliances,Office Supplies,OFF-AP-10002998
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Bookcases,Furniture,FUR-BO-10004690
SANFORD Major Accent Highlighters,Art,Office Supplies,OFF-AR-10002445
Hon 4-Shelf Metal Bookcases,Bookcases,Furniture,FUR-BO-10003546
Global Adaptabilities Conference Tables,Tables,Furniture,FUR-TA-10003392
Newell 316,Art,Office Supplies,OFF-AR-10003217
Fellowes Staxonsteel Drawer Files,Storage,Office Supplies,OFF-ST-10001932
Avery Hi-Liter Smear-Safe Highlighters,Art,Office Supplies,OFF-AR-10001761
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Envelopes,Office Supplies,OFF-EN-10003567
Xerox 1992,Paper,Office Supplies,OFF-PA-10003022
Riverside Furniture Stanwyck Manor Table Series,Tables,Furniture,FUR-TA-10004442
Fellowes Recycled Storage Drawers,Storage,Office Supplies,OFF-ST-10000129
Xerox 190,Paper,Office Supplies,OFF-PA-10004948
Xerox 1892,Paper,Office Supplies,OFF-PA-10001725
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Phones,Technology,TEC-PH-10000213
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Paper,Office Supplies,OFF-PA-10000807
"24 Capacity Maxi Data Binder Racks, Pearl",Storage,Office Supplies,OFF-ST-10003805
Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,Office Supplies,OFF-PA-10004353
Multimedia Mailers,Envelopes,Office Supplies,OFF-EN-10004206
Avery 5,Labels,Office Supplies,OFF-LA-10003388
Jensen SMPS-640 - speaker phone,Phones,Technology,TEC-PH-10000193
"Master Caster Door Stop, Large Brown",Furnishings,Furniture,FUR-FU-10002111
Fellowes Desktop Hanging File Manager,Storage,Office Supplies,OFF-ST-10000885
Xerox 1956,Paper,Office Supplies,OFF-PA-10002709
Nu-Dell Oak Frame,Furnishings,Furniture,FUR-FU-10003424
GBC Therma-A-Bind 250T Electric Binding System,Binders,Office Supplies,OFF-BI-10003718
Document Clip Frames,Furnishings,Furniture,FUR-FU-10002508
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Appliances,Office Supplies,OFF-AP-10004052
Xerox 1937,Paper,Office Supplies,OFF-PA-10003134
"DAX Cubicle Frames, 8-1/2 x 11",Furnishings,Furniture,FUR-FU-10000719
Sauder Camden County Collection Library,Bookcases,Furniture,FUR-BO-10003893
Canon PC-428 Personal Copier,Copiers,Technology,TEC-CO-10001943
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs,Furniture,FUR-CH-10000749
Xerox 1917,Paper,Office Supplies,OFF-PA-10003228
SanDisk Cruzer 16 GB USB Flash Drive,Accessories,Technology,TEC-AC-10001542
Imation 30456 USB Flash Drive 8GB,Accessories,Technology,TEC-AC-10004877
Panasonic KX TS208W Corded phone,Phones,Technology,TEC-PH-10001305
Xerox 19,Paper,Office Supplies,OFF-PA-10000483
SanDisk Cruzer 4 GB USB Flash Drive,Accessories,Technology,TEC-AC-10000487
AmazonBasics 3-Button USB Wired Mouse,Accessories,Technology,TEC-AC-10002018
14-7/8 x 11 Blue Bar Computer Printout Paper,Paper,Office Supplies,OFF-PA-10004381
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,Office Supplies,OFF-EN-10001453
Kleencut Forged Office Shears by Acme United Corporation,Supplies,Office Supplies,OFF-SU-10001212
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Binders,Office Supplies,OFF-BI-10000201
Logitech Keyboard K120,Accessories,Technology,TEC-AC-10004396
Xerox 1932,Paper,Office Supplies,OFF-PA-10001166
Dixon Ticonderoga Pencils,Art,Office Supplies,OFF-AR-10002467
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furnishings,Furniture,FUR-FU-10002813
Texas Instrument TI-15 Fraction Calculator,Machines,Technology,TEC-MA-10000752
"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furnishings,Furniture,FUR-FU-10004845
OIC Thumb-Tacks,Fasteners,Office Supplies,OFF-FA-10000840
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Art,Office Supplies,OFF-AR-10001231
PNY Rapid USB Car Charger - Black,Phones,Technology,TEC-PH-10004875
Hon Every-Day Chair Series Swivel Task Chairs,Chairs,Furniture,FUR-CH-10001802
"SmartStand Mobile Device Holder, Assorted Colors",Phones,Technology,TEC-PH-10003356
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Appliances,Office Supplies,OFF-AP-10002670
Staples,Fasteners,Office Supplies,OFF-FA-10003485
Euro Pro Shark Stick Mini Vacuum,Appliances,Office Supplies,OFF-AP-10000390
Easy-staple paper,Paper,Office Supplies,OFF-PA-10002764
Astroparche Fine Business Paper,Paper,Office Supplies,OFF-PA-10000143
Zebra ZM400 Thermal Label Printer,Machines,Technology,TEC-MA-10000045
Letter Size File,Storage,Office Supplies,OFF-ST-10000136
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Phones,Technology,TEC-PH-10004522
Samsung Galaxy S4,Phones,Technology,TEC-PH-10002584
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs,Furniture,FUR-CH-10004626
Samsung Convoy 3,Phones,Technology,TEC-PH-10000562
"Eldon Imàge Series Desk Accessories, Clear",Furnishings,Furniture,FUR-FU-10001025
Avery 491,Labels,Office Supplies,OFF-LA-10004178
Xerox 209,Paper,Office Supplies,OFF-PA-10003797
"Peel & Seel Recycled Catalog Envelopes, Brown",Envelopes,Office Supplies,OFF-EN-10003448
Avanti 1.7 Cu. Ft. Refrigerator,Appliances,Office Supplies,OFF-AP-10000938
Acme Design Stainless Steel Bent Scissors,Supplies,Office Supplies,OFF-SU-10004737
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables,Furniture,FUR-TA-10001691
Hewlett-Packard 300S Scientific Calculator,Machines,Technology,TEC-MA-10003173
Avery 495,Labels,Office Supplies,OFF-LA-10000305
iOttie HLCRIO102 Car Mount,Phones,Technology,TEC-PH-10002583
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Art,Office Supplies,OFF-AR-10003876
Eldon 500 Class Desk Accessories,Furnishings,Furniture,FUR-FU-10004864
EcoTones Memo Sheets,Paper,Office Supplies,OFF-PA-10003063
Xerox 1906,Paper,Office Supplies,OFF-PA-10003302
Texas Instruments TI-34 Scientific Calculator,Machines,Technology,TEC-MA-10000423
Standard Line “While You Were Out” Hardbound Telephone Message Book,Paper,Office Supplies,OFF-PA-10003022
Kingston Digital DataTraveler 64GB USB 2.0,Accessories,Technology,TEC-AC-10004992
GBC VeloBinder Strips,Binders,Office Supplies,OFF-BI-10004099
Xerox 1963,Paper,Office Supplies,OFF-PA-10001215
Logitech Z-906 Speaker sys - home theater - 5.1-CH,Accessories,Technology,TEC-AC-10003870
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,Office Supplies,OFF-AP-10000275
Luxo Adjustable Task Clamp Lamp,Furnishings,Furniture,FUR-FU-10003192
Unpadded Memo Slips,Paper,Office Supplies,OFF-PA-10000859
Barrel Sharpener,Art,Office Supplies,OFF-AR-10000614
Acco Glide Clips,Fasteners,Office Supplies,OFF-FA-10000089
"Bush Cubix Conference Tables, Fully Assembled",Tables,Furniture,FUR-TA-10001771
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs,Furniture,FUR-CH-10002044
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Phones,Technology,TEC-PH-10001795
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Tables,Furniture,FUR-TA-10001086
Xerox 20,Paper,Office Supplies,OFF-PA-10000048
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Machines,Technology,TEC-MA-10002109
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Paper,Office Supplies,OFF-PA-10003036
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Phones,Technology,TEC-PH-10001870
"Iris 3-Drawer Stacking Bin, Black",Storage,Office Supplies,OFF-ST-10002182
Panasonic Business Telephones KX-T7736,Phones,Technology,TEC-PH-10001468
Hunt Boston Vacuum Mount KS Pencil Sharpener,Art,Office Supplies,OFF-AR-10004010
Portfile Personal File Boxes,Storage,Office Supplies,OFF-ST-10003572
"Belkin 19"" Center-Weighted Shelf, Gray",Storage,Office Supplies,OFF-ST-10003994
Hon Comfortask Task/Swivel Chairs,Chairs,Furniture,FUR-CH-10001545
"Career Cubicle Clock, 8 1/4"", Black",Furnishings,Furniture,FUR-FU-10004245
"Peel & Seel Recycled Catalog Envelopes, Brown",Envelopes,Office Supplies,OFF-EN-10002592
Boston 16765 Mini Stand Up Battery Pencil Sharpener,Art,Office Supplies,OFF-AR-10000914
Avery 475,Labels,Office Supplies,OFF-LA-10003498
"Vtech AT&T CL2940 Corded Speakerphone, Black",Machines,Technology,TEC-MA-10003329
Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furnishings,Furniture,FUR-FU-10000747
Griffin GC17055 Auxiliary Audio Cable,Phones,Technology,TEC-PH-10004100
Rogers Profile Extra Capacity Storage Tub,Storage,Office Supplies,OFF-ST-10000636
RCA ViSYS 25825 Wireless digital phone,Phones,Technology,TEC-PH-10003174
Xerox 1914,Paper,Office Supplies,OFF-PA-10001497
Xerox 1902,Paper,Office Supplies,OFF-PA-10001952
Acme Titanium Bonded Scissors,Supplies,Office Supplies,OFF-SU-10004661
Ibico Recycled Linen-Style Covers,Binders,Office Supplies,OFF-BI-10002026
Xerox 207,Paper,Office Supplies,OFF-PA-10001826
Socket Bluetooth Cordless Hand Scanner (CHS),Machines,Technology,TEC-MA-10001031
Okidata B400 Printer,Machines,Technology,TEC-MA-10003176
"Logitech Wireless Boombox Speaker - portable - wireless, wired",Accessories,Technology,TEC-AC-10002647
Xiaomi Mi3,Phones,Technology,TEC-PH-10002114
Xerox 1947,Paper,Office Supplies,OFF-PA-10001593
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Accessories,Technology,TEC-AC-10004803
Xerox 193,Paper,Office Supplies,OFF-PA-10001801
iOttie XL Car Mount,Phones,Technology,TEC-PH-10000127
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Appliances,Office Supplies,OFF-AP-10001564
First Data TMFD35 PIN Pad,Accessories,Technology,TEC-AC-10004595
Ultra Commercial Grade Dual Valve Door Closer,Furnishings,Furniture,FUR-FU-10002874
Contemporary Borderless Frame,Furnishings,Furniture,FUR-FU-10003489
"3D Systems Cube Printer, 2nd Generation, White",Machines,Technology,TEC-MA-10002073
Panasonic KX - TS880B Telephone,Phones,Technology,TEC-PH-10004006
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders,Office Supplies,OFF-BI-10000279
Xerox 1936,Paper,Office Supplies,OFF-PA-10000300
Avery Legal 4-Ring Binder,Binders,Office Supplies,OFF-BI-10004308
Avaya 5410 Digital phone,Phones,Technology,TEC-PH-10004080
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,Office Supplies,OFF-PA-10001260
Desktop 3-Pocket Hot File,Storage,Office Supplies,OFF-ST-10004946
Wirebound Voice Message Log Book,Paper,Office Supplies,OFF-PA-10002109
Konica Minolta magicolor 1690MF Multifunction Printer,Machines,Technology,TEC-MA-10004255
"Linden 12"" Wall Clock With Oak Frame",Furnishings,Furniture,FUR-FU-10003095
Tensor Brushed Steel Torchiere Floor Lamp,Furnishings,Furniture,FUR-FU-10000820
Ricoh - Ink Collector Unit for GX3000 Series Printers,Machines,Technology,TEC-MA-10002930
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Paper,Office Supplies,OFF-PA-10003205
Avery 479,Labels,Office Supplies,OFF-LA-10002368
Okidata C610n Printer,Machines,Technology,TEC-MA-10003230
Xerox 229,Paper,Office Supplies,OFF-PA-10000295
Acme Galleria Hot Forged Steel Scissors with Colored Handles,Supplies,Office Supplies,OFF-SU-10004884
Nu-Dell EZ-Mount Plastic Wall Frames,Furnishings,Furniture,FUR-FU-10002240
Tensor Track Tree Floor Lamp,Furnishings,Furniture,FUR-FU-10001057
Hon Olson Stacker Chairs,Chairs,Furniture,FUR-CH-10002073
Belkin 7-Outlet SurgeMaster Home Series,Appliances,Office Supplies,OFF-AP-10003278
Griffin GC36547 PowerJolt SE Lightning Charger,Phones,Technology,TEC-PH-10002070
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furnishings,Furniture,FUR-FU-10000277
Cherry 142-key Programmable Keyboard,Accessories,Technology,TEC-AC-10004420
Motorola L703CM,Phones,Technology,TEC-PH-10004094
NeatDesk Desktop Scanner & Digital Filing System,Machines,Technology,TEC-MA-10002790
Hoover Commercial Lightweight Upright Vacuum,Appliances,Office Supplies,OFF-AP-10001634
Xerox 1976,Paper,Office Supplies,OFF-PA-10001837
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Art,Office Supplies,OFF-AR-10003896
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Binders,Office Supplies,OFF-BI-10002897
Xerox 1983,Paper,Office Supplies,OFF-PA-10001243
"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furnishings,Furniture,FUR-FU-10003806
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Machines,Technology,TEC-MA-10000904
Avery 484,Labels,Office Supplies,OFF-LA-10002473
Electrix Fluorescent Magnifier Lamps & Weighted Base,Furnishings,Furniture,FUR-FU-10003374
Okidata C610n Printer,Machines,Technology,TEC-MA-10001856
Space Solutions Industrial Galvanized Steel Shelving.,Storage,Office Supplies,OFF-ST-10003641
Staples in misc. colors,Art,Office Supplies,OFF-AR-10004707
Plantronics Single Ear Headset,Machines,Technology,TEC-MA-10004086
Zebra GK420t Direct Thermal/Thermal Transfer Printer,Machines,Technology,TEC-MA-10001695
"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furnishings,Furniture,FUR-FU-10002506
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Accessories,Technology,TEC-AC-10004518
Hoover Commercial SteamVac,Appliances,Office Supplies,OFF-AP-10000027
Xerox 1938,Paper,Office Supplies,OFF-PA-10002558
NETGEAR RangeMax WNR1000 Wireless Router,Accessories,Technology,TEC-AC-10000926
Xerox 1899,Paper,Office Supplies,OFF-PA-10001846
Hewlett-Packard Desktjet 6988DT Refurbished Printer,Machines,Technology,TEC-MA-10003673
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,Furniture,FUR-BO-10001567
"Executive Impressions 16-1/2"" Circular Wall Clock",Furnishings,Furniture,FUR-FU-10001379
Okidata MB760 Printer,Machines,Technology,TEC-MA-10000984
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Art,Office Supplies,OFF-AR-10000937
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furnishings,Furniture,FUR-FU-10002030
Sterling Rubber Bands by Alliance,Fasteners,Office Supplies,OFF-FA-10000254
Kensington 6 Outlet SmartSocket Surge Protector,Appliances,Office Supplies,OFF-AP-10004136
Maxell CD-R Discs,Accessories,Technology,TEC-AC-10002370
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Art,Office Supplies,OFF-AR-10003986
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Supplies,Office Supplies,OFF-SU-10004290
Star Micronics TSP100 TSP143LAN Receipt Printer,Machines,Technology,TEC-MA-10004552
Xerox 1955,Paper,Office Supplies,OFF-PA-10000312
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,Office Supplies,OFF-PA-10001001
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Paper,Office Supplies,OFF-PA-10001583
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Machines,Technology,TEC-MA-10002694
Lexmark 20R1285 X6650 Wireless All-in-One Printer,Machines,Technology,TEC-MA-10004626
Nokia Lumia 1020,Phones,Technology,TEC-PH-10004241
Acme Serrated Blade Letter Opener,Supplies,Office Supplies,OFF-SU-10003936
Okidata B401 Printer,Machines,Technology,TEC-MA-10003337
Xerox Blank Computer Paper,Paper,Office Supplies,OFF-PA-10000210
4009 Highlighters,Art,Office Supplies,OFF-AR-10003477
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Chairs,Furniture,FUR-CH-10002317
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Labels,Office Supplies,OFF-LA-10004677
Office Star - Task Chair with Contemporary Loop Arms,Chairs,Furniture,FUR-CH-10002780
Grip Seal Envelopes,Envelopes,Office Supplies,OFF-EN-10001535
Penpower WorldCard Pro Card Scanner,Machines,Technology,TEC-MA-10003493
Sony 8GB Class 10 Micro SDHC R40 Memory Card,Accessories,Technology,TEC-AC-10002380
RCA ViSYS 25425RE1 Corded phone,Phones,Technology,TEC-PH-10002817
Cisco 8961 IP Phone Charcoal,Machines,Technology,TEC-MA-10003589
"Eureka Hand Vacuum, Bagless",Appliances,Office Supplies,OFF-AP-10003099
LG G2,Phones,Technology,TEC-PH-10002645
